,r1_hero_id,r1_kills,r1_deaths,r1_assists,r1_denies,r1_gold,r1_lh,r1_xp,r1_health,r1_max_health,r1_max_mana,r1_level,r1_x,r1_y,r1_stuns,r1_creeps_stacked,r1_camps_stacked,r1_rune_pickups,r1_firstblood_claimed,r1_teamfight_participation,r1_towers_killed,r1_roshans_killed,r1_obs_placed,r1_sen_placed,r2_hero_id,r2_kills,r2_deaths,r2_assists,r2_denies,r2_gold,r2_lh,r2_xp,r2_health,r2_max_health,r2_max_mana,r2_level,r2_x,r2_y,r2_stuns,r2_creeps_stacked,r2_camps_stacked,r2_rune_pickups,r2_firstblood_claimed,r2_teamfight_participation,r2_towers_killed,r2_roshans_killed,r2_obs_placed,r2_sen_placed,r3_hero_id,r3_kills,r3_deaths,r3_assists,r3_denies,r3_gold,r3_lh,r3_xp,r3_health,r3_max_health,r3_max_mana,r3_level,r3_x,r3_y,r3_stuns,r3_creeps_stacked,r3_camps_stacked,r3_rune_pickups,r3_firstblood_claimed,r3_teamfight_participation,r3_towers_killed,r3_roshans_killed,r3_obs_placed,r3_sen_placed,r4_hero_id,r4_kills,r4_deaths,r4_assists,r4_denies,r4_gold,r4_lh,r4_xp,r4_health,r4_max_health,r4_max_mana,r4_level,r4_x,r4_y,r4_stuns,r4_creeps_stacked,r4_camps_stacked,r4_rune_pickups,r4_firstblood_claimed,r4_teamfight_participation,r4_towers_killed,r4_roshans_killed,r4_obs_placed,r4_sen_placed,r5_hero_id,r5_kills,r5_deaths,r5_assists,r5_denies,r5_gold,r5_lh,r5_xp,r5_health,r5_max_health,r5_max_mana,r5_level,r5_x,r5_y,r5_stuns,r5_creeps_stacked,r5_camps_stacked,r5_rune_pickups,r5_firstblood_claimed,r5_teamfight_participation,r5_towers_killed,r5_roshans_killed,r5_obs_placed,r5_sen_placed,d1_hero_id,d1_kills,d1_deaths,d1_assists,d1_denies,d1_gold,d1_lh,d1_xp,d1_health,d1_max_health,d1_max_mana,d1_level,d1_x,d1_y,d1_stuns,d1_creeps_stacked,d1_camps_stacked,d1_rune_pickups,d1_firstblood_claimed,d1_teamfight_participation,d1_towers_killed,d1_roshans_killed,d1_obs_placed,d1_sen_placed,d2_hero_id,d2_kills,d2_deaths,d2_assists,d2_denies,d2_gold,d2_lh,d2_xp,d2_health,d2_max_health,d2_max_mana,d2_level,d2_x,d2_y,d2_stuns,d2_creeps_stacked,d2_camps_stacked,d2_rune_pickups,d2_firstblood_claimed,d2_teamfight_participation,d2_towers_killed,d2_roshans_killed,d2_obs_placed,d2_sen_placed,d3_hero_id,d3_kills,d3_deaths,d3_assists,d3_denies,d3_gold,d3_lh,d3_xp,d3_health,d3_max_health,d3_max_mana,d3_level,d3_x,d3_y,d3_stuns,d3_creeps_stacked,d3_camps_stacked,d3_rune_pickups,d3_firstblood_claimed,d3_teamfight_participation,d3_towers_killed,d3_roshans_killed,d3_obs_placed,d3_sen_placed,d4_hero_id,d4_kills,d4_deaths,d4_assists,d4_denies,d4_gold,d4_lh,d4_xp,d4_health,d4_max_health,d4_max_mana,d4_level,d4_x,d4_y,d4_stuns,d4_creeps_stacked,d4_camps_stacked,d4_rune_pickups,d4_firstblood_claimed,d4_teamfight_participation,d4_towers_killed,d4_roshans_killed,d4_obs_placed,d4_sen_placed,d5_hero_id,d5_kills,d5_deaths,d5_assists,d5_denies,d5_gold,d5_lh,d5_xp,d5_health,d5_max_health,d5_max_mana,d5_level,d5_x,d5_y,d5_stuns,d5_creeps_stacked,d5_camps_stacked,d5_rune_pickups,d5_firstblood_claimed,d5_teamfight_participation,d5_towers_killed,d5_roshans_killed,d5_obs_placed,d5_sen_placed,game_mode,lobby_type,objectives_len,chat_len,game_time
124,14.0,1.0,1.0,0.0,3.0,1406.0,12.0,2180.0,1060.0,1060.0,326.9378,5.0,162.0,104.0,1.3330078,0.0,0.0,2.0,0.0,0.33333334,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,28.0,2148.0,30.0,3253.0,797.0,820.0,470.93796,7.0,126.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,3.0,0.0,1801.0,1.0,1188.0,700.0,700.0,314.9378,4.0,152.0,106.0,0.0,0.0,0.0,6.0,0.0,0.625,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,1306.0,16.0,1146.0,357.0,720.0,290.93777,4.0,132.0,94.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,16.0,3301.0,48.0,3940.0,880.0,880.0,638.9381,8.0,118.0,120.0,0.86640626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,3.0,0.0,3.0,21.0,4547.0,56.0,5934.0,879.0,1120.0,602.93805,11.0,106.0,156.0,0.09994449,0.0,0.0,1.0,0.0,0.54545456,0.0,0.0,1.0,0.0,41.0,0.0,0.0,1.0,12.0,2406.0,24.0,2523.0,663.0,860.0,338.93784,6.0,80.0,166.0,5.265405,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,1.0,0.0,3.0,1959.0,17.0,3200.0,765.0,880.0,374.93787,7.0,178.0,110.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,4.0,0.0,1619.0,0.0,1991.0,487.0,680.0,398.93787,5.0,170.0,80.0,29.85961,3.0,1.0,0.0,0.0,0.5,0.0,0.0,3.0,4.0,42.0,3.0,2.0,0.0,3.0,3166.0,24.0,3667.0,84.0,1020.0,422.9379,8.0,182.0,116.0,16.164185,0.0,0.0,5.0,0.0,0.3,0.0,0.0,1.0,1.0,22,7,6.524864524259609,7.3385003150598624,981.4547025663264
125,14.0,1.0,0.0,1.0,0.0,1019.0,1.0,559.0,619.0,760.0,254.93774,2.0,178.0,94.0,0.33325195,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,11.0,0.0,1.0,0.0,15.0,1878.0,25.0,2881.0,800.0,800.0,458.93793,6.0,120.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,1.0,2.0,4.0,2383.0,28.0,2631.0,783.0,820.0,374.93787,6.0,78.0,166.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,2.0,8.0,2.0,0.0,4.0,4.0,2298.0,25.0,1835.0,801.0,860.0,362.93784,5.0,176.0,94.0,0.0,0.0,0.0,1.0,0.0,0.54545456,0.0,0.0,0.0,0.0,74.0,0.0,0.0,1.0,16.0,3633.0,52.0,4603.0,940.0,940.0,746.93823,9.0,122.0,122.0,6.96501,0.0,0.0,1.0,0.0,0.33333334,0.0,0.0,0.0,0.0,35.0,1.0,1.0,3.0,41.0,4782.0,73.0,4608.0,0.0,880.0,554.93805,9.0,90.0,172.0,0.033315428,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,41.0,1.0,1.0,0.0,9.0,3310.0,47.0,3916.0,938.0,940.0,374.93787,8.0,80.0,164.0,4.232324,0.0,0.0,1.0,0.0,0.33333334,0.0,0.0,0.0,0.0,44.0,2.0,2.0,6.0,2.0,3619.0,33.0,2989.0,648.0,880.0,374.93787,7.0,180.0,92.0,0.0,0.0,0.0,4.0,0.0,0.61538464,0.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,3.0,1986.0,3.0,2087.0,455.0,720.0,422.9379,5.0,82.0,164.0,18.462072,0.0,0.0,3.0,0.0,0.71428573,0.0,0.0,3.0,0.0,42.0,0.0,0.0,0.0,0.0,3814.0,86.0,2995.0,960.0,960.0,398.93787,7.0,118.0,172.0,2.032837,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,22,7,6.524864524259609,7.3385003150598624,989.3696598450873
126,14.0,0.0,0.0,0.0,0.0,720.0,2.0,845.0,686.0,840.0,278.93777,3.0,128.0,108.0,0.23327637,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,10.0,2653.0,37.0,3413.0,598.0,860.0,494.93796,7.0,114.0,98.0,0.0,2.0,1.0,0.0,0.0,0.125,0.0,0.0,1.0,0.0,32.0,0.0,1.5,1.5,0.0,1403.5,3.5,1176.5,640.0,640.0,284.93777,3.5,129.0,115.0,0.0,0.0,0.0,4.0,0.0,0.325,0.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,6.0,2351.0,34.0,1486.0,970.0,970.0,290.93777,4.0,176.0,94.0,0.0,0.0,0.0,1.0,0.0,0.6666667,0.0,0.0,0.0,0.0,74.0,1.0,1.0,0.0,13.0,3358.0,53.0,3953.0,906.0,980.0,746.93823,8.0,118.0,120.0,3.4657168,0.0,0.0,0.0,0.0,0.16666667,0.0,0.0,1.0,1.0,35.0,1.0,1.0,1.0,2.0,3967.5,48.0,4761.5,890.5,950.0,530.938005,9.0,129.0,138.0,0.083288575,3.0,1.0,5.0,0.0,0.16374269,0.0,0.0,0.0,0.0,41.0,1.0,0.0,1.0,39.0,4171.0,62.0,4226.0,1040.0,1040.0,434.93793,8.0,76.0,146.0,5.83196,0.0,0.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,44.0,0.0,1.0,0.0,3.0,3130.0,46.0,4155.0,1000.0,1000.0,422.9379,8.0,128.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,10.0,3.0,1819.0,0.0,2687.0,480.0,760.0,458.93793,6.0,94.0,176.0,26.57676,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,42.0,1.0,0.0,1.0,1.0,5229.0,94.0,5356.0,1340.0,1340.0,458.93793,10.0,82.0,168.0,4.915339,2.0,1.0,4.0,0.0,0.6666667,0.0,0.0,0.0,0.0,22,7,6.524864524259609,7.3385003150598624,997.284617123848
127,14.0,0.5,0.5,1.0,1.5,1350.0,9.0,1703.0,411.0,980.0,326.93780499999997,4.5,100.0,134.0,0.116638185,0.0,0.0,2.0,0.5,1.5,0.0,0.0,0.5,0.0,11.0,1.0,0.0,0.0,18.0,2455.0,31.0,3567.0,860.0,860.0,494.93796,7.0,124.0,126.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,1.0,0.0,32.0,3.0,0.0,0.0,2.0,2544.0,14.0,1608.0,311.0,700.0,314.9378,4.0,76.0,164.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,34.0,3160.0,50.0,2711.0,920.0,920.0,386.93787,6.0,174.0,84.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,6.0,2366.0,31.0,3883.0,940.0,940.0,722.9382,8.0,118.0,120.0,2.5992188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,35.0,2.0,5.0,1.0,14.0,4066.0,49.0,5036.0,840.0,840.0,530.938,9.0,140.0,124.0,0.066337265,0.0,0.0,3.0,0.0,0.6,0.0,0.0,0.0,1.0,41.0,1.0,1.0,1.0,9.0,3183.0,42.0,3732.0,0.0,980.0,398.93787,8.0,172.0,88.0,6.0318713,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,44.0,0.0,4.0,1.0,5.0,2869.0,34.0,2957.0,823.0,840.0,350.93784,7.0,176.0,116.0,0.0,0.0,0.0,2.0,0.0,0.2,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,1330.0,6.0,2598.0,749.0,760.0,458.93793,6.0,84.0,158.0,36.4244,0.0,0.0,0.0,0.0,0.22222222,0.0,0.0,3.0,0.0,42.0,2.0,5.0,4.0,3.0,3119.0,28.0,2808.0,1160.0,1160.0,410.9379,6.0,86.0,172.0,21.955921,0.0,0.0,0.0,0.0,0.35714287,0.0,0.0,0.0,0.0,22,7,6.524864524259609,7.3385003150598624,1005.1995744026086
128,14.0,2.0,0.0,1.0,0.0,1404.0,0.0,681.0,808.0,860.0,290.93777,3.0,108.0,114.0,0.6331787,0.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,11.0,2.0,2.0,0.5,7.0,2346.0,25.5,2751.0,858.5,890.0,494.93798,6.5,108.0,124.0,0.0,0.0,0.0,1.0,0.0,0.325,0.0,0.0,0.5,0.0,32.0,0.0,0.5,0.5,0.5,1378.0,0.0,994.5,476.0,640.0,290.93777,3.0,147.0,88.0,0.0,0.0,0.0,5.5,0.0,0.25,0.0,0.0,0.0,0.5,8.0,1.0,0.0,0.0,28.0,2967.0,45.0,2744.0,820.0,820.0,326.9378,6.0,178.0,106.0,0.0,0.0,0.0,1.0,0.0,0.33333334,0.0,0.0,0.0,0.0,74.0,1.0,2.0,1.0,17.0,2794.0,32.0,3581.0,0.0,860.0,650.9381,7.0,118.0,120.0,9.863939,0.0,0.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0,35.0,0.0,4.0,0.0,11.0,2659.0,33.0,3978.0,0.0,860.0,542.938,8.0,130.0,132.0,0.09994628,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,0.0,0.0,0.0,1.0,2256.0,21.0,1410.0,787.0,820.0,326.9378,4.0,86.0,172.0,3.799105,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,3.0,1.0,4.0,10.0,4626.0,60.0,3536.0,831.0,940.0,410.9379,7.0,84.0,160.0,0.0,0.0,0.0,2.0,0.0,0.7,0.0,0.0,3.0,1.0,5.0,0.0,1.0,1.0,2.0,1663.0,1.0,3019.0,760.0,760.0,470.93796,7.0,92.0,132.0,39.690422,0.0,0.0,6.0,0.0,0.16666667,0.0,0.0,2.0,0.0,42.0,0.0,0.0,0.0,1.0,4076.0,81.0,3698.0,637.0,1020.0,422.9379,8.0,112.0,158.0,1.4662819,4.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,22,7,6.524864524259609,7.3385003150598624,1013.1145316813693
129,14.0,1.0,0.0,3.0,0.0,898.0,1.0,612.0,247.0,880.0,302.93777,3.0,100.0,150.0,0.36657715,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,3.0,2.0,0.0,17.0,2807.0,31.0,3696.0,828.0,920.0,518.938,8.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.42857143,0.0,0.0,0.0,0.0,32.0,2.0,1.0,1.0,3.0,3213.0,30.0,3319.0,624.0,760.0,326.9378,7.0,120.0,128.0,0.0,0.0,0.0,3.0,0.0,0.6,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,20.0,3082.0,53.0,3311.0,844.0,920.0,374.93787,7.0,176.0,94.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,2.0,1.0,0.0,23.0,3941.0,50.0,4965.0,934.0,1020.0,794.93823,9.0,126.0,130.0,6.631489,0.0,0.0,1.0,0.0,0.2857143,0.0,0.0,1.0,1.0,35.0,1.0,1.0,0.0,4.0,3587.0,48.0,4466.0,840.0,840.0,530.938,9.0,164.0,100.0,0.0,3.0,1.0,3.0,0.0,0.14285715,0.0,0.0,0.0,0.0,41.0,1.0,0.0,2.0,33.0,4696.0,68.0,4893.0,769.0,980.0,398.93787,9.0,78.0,136.0,0.29997563,0.0,0.0,0.0,0.0,0.1764706,1.0,0.0,0.0,0.0,44.0,2.0,3.0,1.0,0.0,2549.0,10.0,2147.0,760.0,760.0,314.9378,5.0,78.0,172.0,0.0,0.0,0.0,3.0,1.0,0.5,0.0,0.0,0.0,0.0,5.0,2.0,0.0,5.0,0.0,2188.0,4.0,2509.0,720.0,720.0,434.93793,6.0,164.0,112.0,16.329586,14.0,3.0,0.0,1.0,0.875,0.0,0.0,2.0,0.0,42.0,0.0,0.0,0.0,1.0,4431.0,107.0,3996.0,1001.0,1020.0,422.9379,8.0,136.0,154.0,2.032837,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22,7,6.524864524259609,7.3385003150598624,1021.02948896013
130,14.0,1.0,1.0,1.5,0.5,1094.5,2.0,921.5,530.0,910.0,284.93777,3.0,91.0,106.0,0.383239735,0.0,0.0,3.5,0.5,0.83333335,0.0,0.0,0.5,0.0,11.0,0.0,0.0,0.0,16.0,2773.0,43.0,3717.0,880.0,880.0,494.93796,8.0,120.0,122.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,1.0,1.5,1.5,1576.0,5.5,1973.5,501.0,700.0,308.937785,5.0,76.0,105.0,0.0,0.0,0.0,3.5,0.0,0.15,0.0,0.0,0.5,0.0,8.0,0.0,0.0,0.0,0.0,1758.0,39.0,1742.0,760.0,760.0,302.93777,5.0,122.0,102.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,26.0,3042.0,45.0,4470.0,980.0,980.0,890.93835,9.0,114.0,122.0,2.9658546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2.0,5.0,1.0,16.0,4481.0,41.0,5021.0,699.0,880.0,554.93805,9.0,114.0,162.0,0.0,0.0,0.0,0.0,0.0,0.23076923,1.0,0.0,0.0,0.0,41.0,3.0,0.0,4.0,3.0,3502.0,33.0,3484.0,899.0,900.0,362.93784,7.0,96.0,144.0,12.596873,0.0,0.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,44.0,3.0,2.0,0.0,19.0,4982.0,58.0,3993.0,460.0,1000.0,422.9379,8.0,178.0,94.0,0.0,0.0,0.0,5.0,1.0,0.23076923,0.0,0.0,0.0,0.0,5.0,1.0,2.5,1.5,1.5,2597.0,16.5,3435.0,340.0,790.0,512.9379849999999,7.0,175.0,111.0,21.241823000000004,0.0,0.0,6.0,0.0,0.425,0.0,0.0,0.0,0.0,42.0,4.0,0.0,3.0,11.0,4274.0,53.0,4139.0,689.0,1300.0,470.93796,8.0,104.0,162.0,24.893831,2.0,1.0,2.0,0.0,0.7777778000000001,0.0,0.0,0.0,0.0,22,7,6.524864524259609,7.3385003150598624,1028.9444462388906
131,14.0,1.0,0.0,0.0,3.0,727.0,0.0,776.0,550.0,860.0,290.93777,3.0,126.0,128.0,0.39990234,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,11.0,1.0,1.0,0.0,17.0,2228.5,25.0,3600.0,848.0,890.0,506.93798,7.5,119.0,121.0,0.0,0.0,0.0,0.0,0.0,0.155555555,0.0,0.0,0.0,0.0,32.0,0.0,0.0,1.0,0.0,1572.0,0.0,1099.0,740.0,740.0,338.93784,4.0,164.0,88.0,0.0,0.0,0.0,7.0,0.0,0.16666667,0.0,0.0,0.0,0.0,8.0,0.0,1.0,2.0,13.0,1859.0,22.0,1906.0,800.0,800.0,326.9378,5.0,72.0,78.0,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,74.0,1.0,3.0,0.0,4.0,2734.0,35.0,3493.0,820.0,820.0,578.93805,7.0,96.0,98.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,35.0,4.0,0.0,2.0,10.0,7179.0,96.0,5337.0,1160.0,1160.0,590.93805,10.0,78.0,150.0,0.066630855,0.0,0.0,2.0,0.0,0.6666667,1.0,0.0,0.0,0.0,41.0,1.0,1.0,2.0,36.0,4127.0,62.0,4128.0,960.0,960.0,386.93787,8.0,84.0,166.0,2.1328151,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,44.0,2.0,2.0,1.0,3.0,4118.0,47.0,4337.0,940.0,940.0,386.93787,9.0,182.0,176.0,0.0,0.0,0.0,2.0,0.0,0.375,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,6.0,1659.0,0.0,1785.0,680.0,680.0,398.93787,5.0,176.0,96.0,15.229477,13.0,3.0,2.0,0.0,0.14285715,0.0,0.0,2.0,0.0,42.0,0.0,0.0,2.0,0.0,3520.0,69.0,3281.0,1142.0,1160.0,398.93787,7.0,112.0,160.0,0.0,0.0,0.0,1.0,0.0,0.16666667,0.0,0.0,1.0,2.0,22,7,6.524864524259609,7.3385003150598624,1036.8594035176511
132,14.0,1.0,1.0,1.0,0.0,1136.0,1.0,677.0,581.0,840.0,278.93777,3.0,156.0,86.0,1.1663818,3.0,1.0,5.0,0.0,0.33333334,0.0,0.0,1.0,0.0,11.0,3.0,1.0,2.0,9.5,3200.0,34.0,3175.5,427.0,870.0,440.93792,6.5,134.0,108.0,0.0,0.0,0.0,1.0,0.0,0.5214285750000001,0.0,0.0,0.0,0.5,32.0,0.0,1.0,1.0,4.0,2088.0,17.0,2186.0,336.0,680.0,302.93777,5.0,78.0,144.0,0.0,0.0,0.0,6.0,0.0,0.33333334,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,13.0,3012.0,48.0,2474.0,860.0,860.0,350.93784,6.0,176.0,96.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,6.0,2119.0,26.0,3443.0,840.0,840.0,638.9381,7.0,120.0,120.0,1.7328125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,3.0,1.0,8.0,3659.0,60.0,4521.0,780.0,780.0,494.93796,9.0,162.0,152.0,0.033315428,1.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,41.0,0.0,1.0,2.0,7.0,2820.0,39.0,3130.0,940.0,940.0,386.93787,7.0,102.0,166.0,5.665310400000001,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,44.0,2.0,0.0,2.0,0.0,2480.0,10.0,3411.0,1090.0,1090.0,350.93784,7.0,104.0,150.0,0.0,0.0,0.0,3.0,0.0,0.23529412,0.0,0.0,0.0,0.0,5.0,2.0,0.0,6.0,0.0,2490.0,3.0,2383.0,760.0,760.0,458.93793,6.0,182.0,174.0,14.092911,3.0,1.0,1.0,0.0,0.6666667,0.0,0.0,4.0,2.0,42.0,0.0,1.0,2.0,0.0,4060.0,71.0,3634.0,860.0,1180.0,446.93793,8.0,80.0,144.0,5.9651904,2.0,1.0,5.0,0.0,0.25,0.0,0.0,0.0,0.0,22,7,6.524864524259609,7.3385003150598624,1044.774360796412
133,14.0,2.0,2.0,1.0,0.0,1091.0,0.0,609.0,860.0,860.0,290.93777,3.0,178.0,100.0,1.6662598000000002,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,4.0,0.0,5.0,2133.0,16.0,3008.0,761.0,820.0,470.93796,7.0,114.0,114.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,32.0,0.0,0.0,3.0,0.0,1511.5,2.0,1170.5,444.0,650.0,290.93777,3.5,147.0,86.0,0.0,0.0,0.0,6.0,0.0,0.5,0.0,0.0,2.0,0.5,8.0,1.0,0.0,1.0,21.0,3059.0,47.0,2816.0,746.0,920.0,386.93787,6.0,172.0,86.0,0.0,0.0,0.0,1.0,0.0,0.2857143,0.0,0.0,0.0,0.0,74.0,2.0,2.0,0.0,20.0,3902.0,46.0,4761.0,1020.0,1020.0,842.9383,9.0,122.0,122.0,3.898828500000001,0.0,0.0,1.0,0.0,0.33333334,0.0,0.0,1.0,0.0,35.0,3.0,4.0,0.0,7.0,4805.0,69.0,6315.0,0.0,920.0,602.93805,11.0,132.0,148.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,41.0,0.0,1.0,0.0,2.0,1990.0,14.0,1699.0,496.0,860.0,350.93784,5.0,180.0,124.0,1.8995686,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,5.0,5.0,2.0,9.0,5279.0,43.0,6139.0,829.0,1020.0,422.9379,11.0,90.0,142.0,0.0,0.0,0.0,2.0,0.0,0.46666667,0.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,2631.0,9.0,1987.0,440.0,720.0,672.9382,5.0,164.0,114.0,18.328365,4.0,2.0,9.0,0.0,0.14285715,0.0,0.0,3.0,1.0,42.0,1.0,0.0,1.0,0.0,4350.0,100.0,3973.0,1209.0,1220.0,422.9379,8.0,94.0,156.0,0.0,0.0,0.0,5.0,0.0,0.2,0.0,0.0,0.0,0.0,22,7,6.524864524259609,7.3385003150598624,1052.6893180751727
134,14.0,0.0,0.0,1.0,1.0,852.0,0.0,934.0,805.0,860.0,290.93777,3.0,124.0,118.0,1.3996582,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,4.0,2238.0,25.0,2681.0,722.0,780.0,446.93793,6.0,114.0,118.0,0.0,0.0,0.0,2.0,0.0,0.33333334,0.0,0.0,0.0,0.0,32.0,0.0,2.0,0.0,0.0,1360.0,1.0,1118.0,575.0,640.0,278.93777,4.0,78.0,162.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,1.0,4.0,1658.0,18.0,2822.0,618.0,820.0,326.9378,6.0,118.0,120.0,0.0,0.0,0.0,2.0,0.0,0.16666667,0.0,0.0,0.0,0.0,74.0,2.0,1.0,2.0,16.0,3396.0,39.0,4076.0,828.0,980.0,794.93823,8.0,120.0,118.0,9.830594,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.0,0.0,35.0,3.0,0.0,1.0,3.0,5046.0,55.0,5681.0,550.0,880.0,566.93805,10.0,126.0,128.0,0.0,0.0,0.0,0.0,0.0,0.23529412,0.0,0.0,0.0,0.0,41.0,4.0,0.0,3.0,29.0,4404.0,54.0,4324.0,1006.0,1020.0,422.9379,9.0,78.0,158.0,8.464648,0.0,0.0,1.0,0.0,0.6363635999999999,0.0,0.0,0.0,0.0,44.0,2.0,0.0,1.0,7.0,5255.0,70.0,5368.0,871.0,1020.0,422.9379,10.0,96.0,156.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,0.0,2571.0,19.0,1657.0,298.0,640.0,362.93784,4.0,80.0,170.0,14.629874,2.0,2.0,6.0,0.0,0.5,0.0,0.0,3.0,1.0,42.0,2.0,0.0,2.0,7.0,3651.0,43.0,3017.0,547.0,1200.0,422.9379,7.0,84.0,162.0,10.065674,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,22,7,6.524864524259609,7.3385003150598624,1060.6042753539334
